#gene	differential_expression_T_test_p_value	out_aug/HAP1_KO1_a_L000/HAP1_KO1_a_L000_gene_featureCounts_only_count.csv_quantile_normalized_RPKM	out_aug/HAP1_KO1_b_L000/HAP1_KO1_b_L000_gene_featureCounts_only_count.csv_quantile_normalized_RPKM	out_aug/HAP1_KO1_c_L000/HAP1_KO1_c_L000_gene_featureCounts_only_count.csv_quantile_normalized_RPKM	out_aug/HAP1_P1_a_L000/HAP1_P1_a_L000_gene_featureCounts_only_count.csv_quantile_normalized_RPKM	out_aug/HAP1_P1_b_L000/HAP1_P1_b_L000_gene_featureCounts_only_count.csv_quantile_normalized_RPKM	out_aug/HAP1_P1_c_L000/HAP1_P1_c_L000_gene_featureCounts_only_count.csv_quantile_normalized_RPKM
AP3S2	0.0033069301451171635	8.617287858865167	7.894868783502825	7.827624810960003	11.781464839848974	10.559645774448732	11.500261061866317
AP4M1	0.04506553756008555	13.484800425116697	13.37941849178663	14.306399177820417	19.31911759812967	16.81994152282562	16.32446406869209
AP5Z1	0.030674246886490723	4.296497911562622	3.5242961820922054	3.928836538421501	2.8740497295963174	3.250002471577871	2.4346296423101763
APLN	0.03754485518288087	1.2251894903173246	0.5452119429315558	0.9253590312851213	1.82891530340126	1.8488682931245997	1.3753509421716297
APLP1	0.00282404126315921	16.219202992300634	15.26436238356196	15.408769854081621	20.640752465252408	20.66060450950096	22.31754180778255
APOBEC3G	0.04895616046643758	1.5550089030061969	1.9787553314576671	1.9244152861961268	0.8712861968082025	1.5043778464890654	0.9518851740171156
APOC1	0.00867631850573798	11.170134396818762	8.348240612995562	10.153860820375533	5.7478607626904	3.438119604301923	4.730871271531776
APOE	0.0037123594353747767	3.6211659680690986	4.195768366150086	3.8862456797016223	2.068476451692156	1.3995437937069317	2.179213898917344
APP	0.006905865029275523	75.97773242820688	74.82950057256616	77.12818998048475	67.35650025064211	69.86830929354487	65.93616913192037
ARAP3	0.01312505410190632	7.636420756600082	6.395740074291754	5.910197366728496	10.153860820375533	8.886512970798387	9.523289481567957
ARHGAP1	0.04640895411297499	12.728662626492502	13.91952810964474	12.264832092391037	10.507319402174666	11.266543101684606	11.7270983145332
ARHGAP17	0.0005017890154583298	6.729260679264796	6.72376730225954	6.405315794669594	8.293339854397589	8.06255728779995	7.996269232329634
ARHGAP26	0.029388364817867614	0.5479195532391506	0.8483900911018009	0.7743605315698748	1.2695822120426927	1.0643265883837343	1.5154246400781146
ARHGAP33	0.002354315606684091	7.022460574914536	6.600466212999763	5.871896940045786	9.493114266549915	9.21019908760328	10.10024432118062
ARHGAP36	0.005025552175816811	0.9110974701474751	1.4418813453470911	1.5645796044856954	2.6283841047368406	2.6937118890859346	3.2230186400512575
ARHGAP4	0.040561342098760174	18.346282157251665	16.61040677206645	16.789655915296375	21.68418153950704	19.002400803447227	20.042367615864165
ARHGAP5-AS1	0.046729856495970376	5.535428837847054	5.405392493185321	6.574443593846969	4.526424288408205	4.425235957327479	4.134648138554247
ARHGAP6	0.02117212233247114	0.2266709958525808	0.18292995695737782	0.12458090840046532	1.777639047095799	1.3075370939639768	1.1394503582290274
ARHGAP8	0.0006847371165253162	20.435748239208596	20.99741636989648	21.278815209391254	17.739800191650833	16.852976294653622	17.559187163966417
ARHGAP9	0.04820615207806383	4.68918466552439	3.34745338109259	2.7089991838306964	1.2640179494866512	0.9352470206070352	1.4472541638806071
ARHGEF11	0.0029940273811301524	14.301272632054527	14.707509726075067	14.421675223421502	13.161473221868173	12.83953976072418	12.528204718527718
ARHGEF25	0.006761426598642107	10.199491408634914	11.182760154296256	9.639931440579389	14.038433620779761	13.42425315798313	12.803775317870281
ARHGEF4	0.0013148364635609253	2.043849754786565	1.8991582658872919	1.8947995365560162	3.330692545378992	3.5668302327424772	3.221487598804085
ARHGEF6	0.001423578363366812	2.226648371577085	1.5792373497291736	2.193360094407374	4.49896711410112	5.449342377548017	4.880926078423292
ARID1B	0.006411575683413966	5.832652470739506	5.360980877311825	5.264663403061168	4.508442089767976	3.9174387573457614	4.193285304898392
